 DBN,frequency,Block type,Status,BNL shipment,Shipped on,Comment,Prototype,Fiber type,Fiber batch,Filling time (h),FF date,Filled by,Checked by,W powder,W bucket number,Mold number,Empty mold (g),Filled mold (g),W filling mass (g),fibers loaded by,W filling date,W filled by,Epoxy batch,Resin mass (g),Hardener mass (g),potting notes,Epoxy filling time (min),Epoxy filling date,Epoxy preparer,Delta Mach-Pot,Machining or potting date,Machined by,L (in),BT (in),BB (in),BH (in),ST (in),SB (in),SH (in),Volume (mL),Measured by,Mass (g),Measured by,Density (g/ml),Tested on,# Fibers N,Good end,ABS N-W (%),LT,10-15(%),15-50(%),50-75(%),r75 (%),R,Tower 1,Tower 2,Tower 3,Tower 4, missing row?,13 connected holes?,FOM_N,FOM_I,Tested by,Tested on,Scintillation (mV),Calibration (mV),Scintillation ratio,Tested by,Tested on,Natural Pictures,Tested by,Retouch,Density Result Checked?,Light Checked?,Natural Pictures checked?,Sector ID (SSCR),LT M/D/YYYY,Days Mach-LT,Scint M/D/YYYY,Final Block Grade,Dens grade,Dim grade,LT grade,Tower grade,Vi,Scint grade,Pic,X,LT-all,DBN,S-left,S-right,column,row,relative W weight,Δ(L) [mm],Δ(BT) [mm],Δ(BB) [mm],Δ(BH) [mm],Δ(ST) [mm],Δ(SB) [mm],Δ(SH) [mm]
F62,,22,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,8/20/2020,,,8/20/2020,,,,,,,,,,,0,,9.79,,2665,,,99.89,,,,,,100.75,99.4,100,99.55,,,,,,,,,0.900,,,,,,,,,17A22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F62,1,7,A,22,,-0.06,-0.22,0.03,-0.09,-0.09,0.12,-0.01
F63,,23,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,10/20/2020,,,10/20/2020,,,,,,,,,,,0,,9.49,,2668,,,100.00,,,,,,100,100.3,99.85,99.85,,,,,,,,,1.090,,,,,,,,,15D23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F63,1,5,D,23,,0.01,-0.12,0.14,-0.04,-0.13,0.08,0.14
F64,3,24,fudan,,9/1/2020,UIUC tested,Sector 1-12,K,,,,,,HS,,,,,,,,,,,,,,8/20/2020,,,8/20/2020,,,,,,,,,,AW,0,AW,9.83,20200930,2667,,,99.96,,,,,,101.5,100,98.5,99.85,,,,,,,,,1.407,,,,,,,,,13D24,,,,5aa,5aa,5aa,5aa,5aa,,,FALSE,FALSE,5a,F64,1,3,D,24,,-0.07,-0.2,0.1,-0.04,-0.2,0.06,-0.02
F65,4,24,fudan,,9/1/2020,UIUC tested,Sector 1-12,K,,,,,,HS,,,,,,,,,,,,,,8/20/2020,,,8/20/2020,,,,,,,,,,AW,0,AW,9.76,20200930,2666,,,99.93,,,,,,101.95,101.05,97.75,98.95,,,,,,,,,1.844,,,,,,,,,13B24,,,,5a,5aa,5a,5aa,5aa,,,FALSE,FALSE,5a,F65,1,3,B,24,,-0.05,-0.14,0.09,-0.03,-0.26,0.14,-0.08
F66,,19,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,10/20/2020,,,10/20/2020,,,,,,,,,,,0,,9.36,,2665,,,99.89,,,,,,99.85,99.85,100,99.55,,,,,,,,,1.170,,,,,,,,,17A19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F66,1,7,A,19,,0.13,-0.12,0.18,-0.03,0,0.22,0.21
F67,,19,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,10/20/2020,,,10/20/2020,,,,,,,,,,,0,,9.31,,2668,,,100.00,,,,,,100,99.85,100,100,,,,,,,,,1.100,,,,,,,,,17B19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F67,1,7,B,19,,-0.05,-0.1,0.19,-0.16,-0.14,0.05,-0.19
F68,3,22,fudan,,9/1/2020,UIUC tested,Sector 1-12,K,,,,,,HS,,,,,,,,,,,,,,8/20/2020,,,8/20/2020,,,,,,,,,,AW,0,AW,9.78,20200930,2666,,,99.93,,,,,,99.1,101.95,96.7,101.95,,,,,,,,,1.321,,,,,,,,,13B22,,,,5a,5aa,5aa,5aa,5a,,,FALSE,FALSE,5a,F68,1,3,B,22,,-0.07,-0.18,0.14,-0.04,-0.15,0.12,0.05
F69,4,22,fudan,,9/1/2020,UIUC tested,Sector 1-12,K,,,,,,HS,,,,,,,,,,,,,,8/20/2020,,,8/20/2020,,,,,,,,,,AW,0,AW,9.74,20200930,2663,,,99.81,,,,,,97.6,98.5,102.4,100.75,,,,,,,,,1.635,,,,,,,,,13C22,,,,5aa,5aa,5aa,5aa,5aa,,,FALSE,FALSE,5a,F69,1,3,C,22,,-0.11,-0.2,0.05,-0.15,-0.24,0.12,0.01
F70,3,23,fudan,,9/1/2020,UIUC tested; flat spot on wide end; fibers are less illuminated  ,Sector 1-12,K,,,,,,HS,,,,,,,,,,,,,,8/20/2020,,,8/20/2020,,,,,,,,,,AW,0,AW,9.49,20200930,2667,,,99.96,,,,,,99.55,98.05,100.45,101.8,,,,,,,,,1.222,,,,,,,,,13C23,,,,5aa,5aa,5aa,5aa,5aa,,,FALSE,FALSE,5a,F70,1,3,C,23,,-0.09,-0.22,0.08,-0.02,-0.08,0.15,-0.16
F71,4,23,fudan,,9/1/2020,UIUC tested,Sector 1-12,K,,,,,,HS,,,,,,,,,,,,,,8/20/2020,,,8/20/2020,,,,,,,,,,AW,0,AW,9.76,20200930,2666,,,99.93,,,,,,101.95,97.9,102.25,97.75,,,,,,,,,1.743,,,,,,,,,13D23,,,,5aa,5aa,5aa,5aa,5aa,,,FALSE,FALSE,5a,F71,1,3,D,23,,-0.06,-0.2,0.03,-0.12,-0.08,0.14,-0.08
F72,5,23,fudan,,9/1/2020,UIUC tested,Sector 1-12,K,,,,,,HS,,,,,,,,,,,,,,8/20/2020,,,8/20/2020,,,,,,,,,,AW,0,AW,9.72,20200930,2666,,,99.93,,,,,,99.85,100,99.7,100.15,,,,,,,,,1.928,,,,,,,,,13A23,,,,5aa,5aa,5aa,5aa,5aa,,,FALSE,FALSE,5a,F72,1,3,A,23,,-0.08,-0.24,0.18,-0.03,-0.16,0.11,-0.11
F73,,24,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.51,,2665,,,99.89,,,,,,101.8,102.4,97.45,97.75,,,,,,,,,1.000,,,,,,,,,14A24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F73,1,4,A,24,,-0.02,-0.13,0.22,0.03,0.08,0.3,-0.07
F74,,24,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.44,,2665,,,99.89,,,,,,99.7,100,99.85,100,,,,,,,,,1.080,,,,,,,,,16C24,,,,5b,5aa,5b,5aa,5aa,,5aa,,,,F74,1,6,C,24,,-0.23,-0.65,0.1,0,-0.64,0.1,-0.06
F75,,21,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.35,,2667,,,99.96,,,,,,102.2,102.1,97.75,97.9,,,,,,,,,0.950,,,,,,,,,15D21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F75,1,5,D,21,,-0.1,-0.13,0.21,-0.04,-0.25,-0.03,0.06
F76,,21,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,10/18/2020,,,10/18/2020,,,,,,,,,,,0,,9.21,,2666,,,99.93,,,,,,99.7,100.15,99.55,100,,,,,,,,,0.960,,,,,,,,,17C21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F76,1,7,C,21,,-0.03,-0.12,0.25,-0.09,-0.1,0.21,-0.19
F77,,24,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.59,,2664,,,99.85,,,,,,101.5,98.35,101.35,97.75,,,,,,,,,0.980,,,,,,,,,14B24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F77,1,4,B,24,,-0.12,-0.13,0.2,-0.03,-0.07,0.2,0.02
F78,,24,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.17,,2667,,,99.96,,,,,,102.25,102.1,97.6,97.75,,,,,,,,,1.030,,,,,,,,,18A24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F78,1,8,A,24,,-0.01,0.03,0.12,0.07,0.06,0.23,0.04
F79,,21,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.52,,2663,,,99.81,,,,,,101.8,101.05,99.1,95.65,,,,,,,,,0.900,,,,,,,,,17D21,,,,5b,5aa,5aa,5aa,5b,,5aa,,,,F79,1,7,D,21,,-0.14,-0.12,0.06,-0.06,0.16,0.21,0.1
F80,,21,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.57,,2668,,,100.00,,,,,,101.2,101.05,99.1,98.5,,,,,,,,,0.930,,,,,,,,,14A21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F80,1,4,A,21,,-0.15,-0.15,0.1,-0.04,-0.06,0.19,0.08
F81,,21,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.48,,2665,,,99.89,,,,,,101.35,98.5,99.85,100,,,,,,,,,0.980,,,,,,,,,,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F81,,,,,,-0.01,-0.02,0.22,0.14,0.07,0.25,-0.01
F82,,19,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,10/18/2020,,,10/18/2020,,,,,,,,,,,0,,9.37,,2665,,,99.89,,,,,,102.1,101.95,97.6,98.05,,,,,,,,,0.940,,,,,,,,,14A19,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F82,1,4,A,19,,-0.05,-0.14,0.22,0.1,0.19,0.33,0.14
F83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F83,,,,,,,,,,,,
F84,,21,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.65,,2668,,,100.00,,,,,,99.85,102.25,97.15,100.6,,,,,,,,,1.040,,,,,,,,,16D21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F84,1,6,D,21,,0,-0.2,0.18,0.1,0.11,0.25,0.16
F85,,21,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.44,,2665,,,99.89,,,,,,98.05,101.65,99.55,100.3,,,,,,,,,0.990,,,,,,,,,15C21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F85,1,5,C,21,,-0.07,-0.14,0.21,0.04,-0.21,0.07,0.07
F86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F86,,,,,,,,,,,,
F87,,21,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.41,,2666,,,99.93,,,,,,98.5,101.35,99.25,100.45,,,,,,,,,0.890,,,,,,,,,18A21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F87,1,8,A,21,,-0.02,-0.5,-0.1,-0.08,-0.26,0.08,0.06
F88,,21,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.77,,2668,,,100.00,,,,,,100,100,100,100,,,,,,,,,0.910,,,,,,,,,14B21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F88,1,4,B,21,,-0.17,-0.34,-0.01,0.12,-0.17,0.05,0.14
F89,,19,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,10/18/2020,,,10/18/2020,,,,,,,,,,,0,,9.54,,2663,,,99.81,,,,,,101.35,98.8,101.65,97.75,,,,,,,,,1.040,,,,,,,,,14B19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F89,1,4,B,19,,0.11,-0.03,0.24,0.09,-0.01,0.25,0.15
F90,,22,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,10/20/2020,,,10/20/2020,,,,,,,,,,,0,,9.57,,2665,,,99.89,,,,,,101.95,97.6,101.95,97.75,,,,,,,,,1.180,,,,,,,,,15D22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F90,1,5,D,22,,-0.12,-0.24,0.18,-0.01,-0.16,0.22,0
F91,,22,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,10/20/2020,,,10/20/2020,,,,,,,,,,,0,,9.45,,2668,,,100.00,,,,,,99.85,100.6,99.25,100,,,,,,,,,1.150,,,,,,,,,17B22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F91,1,7,B,22,,-0.02,-0.18,0.2,-0.02,-0.23,0.08,0.09
F92,,22,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,10/20/2020,,,10/20/2020,,,,,,,,,,,0,,9.33,,2667,,,99.96,,,,,,101.95,97.9,102.1,97.75,,,,,,,,,1.130,,,,,,,,,15C22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F92,1,5,C,22,,-0.08,0.04,0.23,-0.14,-0.07,0.08,0.01
F93,,22,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,10/20/2020,,,10/20/2020,,,,,,,,,,,0,,9.44,,2668,,,100.00,,,,,,102.1,100.45,97.9,99.4,,,,,,,,,1.110,,,,,,,,,14B22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F93,1,4,B,22,,-0.22,-0.11,0.11,-0.14,-0.16,0.1,0.03
F94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F94,,,,,,,,,,,,
F95,,22,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,11/18/2020,,,11/18/2020,,,,,,,,,,,0,,9.55,,2662,,,99.78,,,,,,100.15,99.55,99.25,100,,,,,,,,,1.040,,,,,,,,,16A22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F95,1,6,A,22,,0.06,-0.16,0.13,0.09,-0.09,0.25,0.11
F96,,22,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,11/14/2020,,,11/14/2020,,,,,,,,,,,0,,9.80,,2666,,,99.93,,,,,,101.05,98.8,101.05,99.7,,,,,,,,,0.980,,,,,,,,,15B22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F96,1,5,B,22,,-0.44,-0.15,0.13,-0.24,-0.07,0.09,0.02
F97,,23,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.54,,2665,,,99.89,,,,,,102.1,102.1,97.75,97.9,,,,,,,,,0.930,,,,,,,,,16D23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F97,1,6,D,23,,-0.07,-0.08,0.25,-0.02,0.03,0.22,0.03
F98,,23,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.42,,2666,,,99.93,,,,,,97.3,98.8,100.6,102.85,,,,,,,,,0.970,,,,,,,,,17A23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F98,1,7,A,23,,-0.12,-0.1,0.24,0.05,-0.01,0.24,0.08
F99,,23,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.59,,2668,,,100.00,,,,,,101.35,98.35,100,99.85,,,,,,,,,1.050,,,,,,,,,16A23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F99,1,6,A,23,,-0.03,-0.01,0.2,0.1,0.08,0.25,0.16
F100,,19,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,10/18/2020,,,10/18/2020,,,,,,,,,,,0,,9.61,,2663,,,99.81,,,,,,102.1,97.75,101.95,97.75,,,,,,,,,0.960,,,,,,,,,14C19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F100,1,4,C,19,,-0.11,-0.21,0.05,-0.08,-0.09,0.17,-0.09
F101,,19,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,10/18/2020,,,10/18/2020,,,,,,,,,,,0,,9.67,,2666,,,99.93,,,,,,98.2,99.1,101.65,101.05,,,,,,,,,1.020,,,,,,,,,15C19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F101,1,5,C,19,,-0.02,-0.16,0.2,-0.15,-0.04,-0.01,-0.06
F102,,19,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,10/18/2020,,,10/18/2020,,,,,,,,,,,0,,9.66,,2665,,,99.89,,,,,,99.55,100.15,100.15,99.7,,,,,,,,,1.060,,,,,,,,,17C19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F102,1,7,C,19,,-0.02,-0.12,0.21,0.02,0.21,0.22,0.09
F103,,19,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,10/18/2020,,,10/18/2020,,,,,,,,,,,0,,9.61,,2664,,,99.85,,,,,,97.6,101.95,99.25,100.6,,,,,,,,,1.070,,,,,,,,,15B19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F103,1,5,B,19,,-0.02,0.04,0.18,-0.02,0.02,0.22,0.11
F104,,19,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,10/18/2020,,,10/18/2020,,,,,,,,,,,0,,9.55,,2668,,,100.00,,,,,,99.55,100.45,98.65,101.5,,,,,,,,,1.080,,,,,,,,,13C19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F104,1,3,C,19,,0.03,-0.03,0.25,0.03,-0.17,0.08,0.03
F105,,20,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,10/18/2020,,,10/18/2020,,,,,,,,,,,0,,9.43,,2667,,,99.96,,,,,,102.25,102.1,97.75,97.75,,,,,,,,,0.950,,,,,,,,,16A20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F105,1,6,A,20,,0.07,-0.1,0.24,0.09,-0.05,0.24,0.08
F106,,20,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.32,,2667,,,99.96,,,,,,101.2,99.85,99.85,98.65,,,,,,,,,0.980,,,,,,,,,16B20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F106,1,6,B,20,,-0.03,-0.04,0.15,0.06,-0.02,0.24,0.03
F107,,20,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.24,,2667,,,99.96,,,,,,102.1,97.9,101.5,98.35,,,,,,,,,0.970,,,,,,,,,17B20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F107,1,7,B,20,,-0.07,0.07,0.24,0.04,-0.01,0.14,0.05
F108,,20,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.59,,2668,,,100.00,,,,,,102.85,97.3,102.25,97.6,,,,,,,,,0.880,,,,,,,,,17C20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F108,1,7,C,20,,-0.18,-0.19,0.07,0.03,-0.21,0.21,-0.08
F109,,20,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.49,,2667,,,99.96,,,,,,101.5,102.55,102.699,98.05,,,,,,,,,0.940,,,,,,,,,16C20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F109,1,6,C,20,,-0.13,-0.12,0.14,0.03,0.05,0.24,0
F110,,19,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.75,,2667,,,99.96,,,,,,97.75,97.75,102.25,102.1,,,,,,,,,1.170,,,,,,,,,16C19,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F110,1,6,C,19,,-0.2,-0.04,0.32,0.02,-0.2,-0.01,0.02
F111,,19,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,11/10/2020,,,11/10/2020,,,,,,,,,,,0,,9.62,,2668,,,100.00,,,,,,99.85,97.75,101.95,99.7,,,,,,,,,1.240,,,,,,,,,13D19,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F111,1,3,D,19,,-0.29,-0.22,0.05,-0.02,-0.12,0.07,0.06
F112,,23,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.55,,2667,,,99.96,,,,,,101.2,98.8,101.95,97.75,,,,,,,,,0.930,,,,,,,,,15C23,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F112,1,5,C,23,,-0.05,-0.07,0.36,0.08,-0.11,0.23,0.05
F113,,23,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.53,,2663,,,99.81,,,,,,101.5,98.5,101.2,97.75,,,,,,,,,1.090,,,,,,,,,14B23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F113,1,4,B,23,,-0.17,-0.08,0.16,0,0.18,0.16,-0.01
F114,,23,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.42,,2666,,,99.93,,,,,,104.95,98.5,99.25,96.85,,,,,,,,,1.100,,,,,,,,,17B23,,,,5a,5aa,5aa,5aa,5a,,5aa,,,,F114,1,7,B,23,,-0.18,-0.08,0.07,-0.03,-0.04,0.11,0.03
F115,,23,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/14/2020,,,11/14/2020,,,,,,,,,,,0,,9.49,,2665,,,99.89,,,,,,102.7,98.8,100.6,97.6,,,,,,,,,0.950,,,,,,,,,17C23,,,,5b,5aa,5b,5aa,5aa,,5aa,,,,F115,1,7,C,23,,-0.22,-0.74,0.09,-0.06,-0.59,0.22,0
F116,,23,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.39,,2666,,,99.93,,,,,,100.45,99.1,101.5,98.05,,,,,,,,,1.020,,,,,,,,,15B23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F116,1,5,B,23,,0.04,-0.04,0.22,0.04,0.11,0.21,0.19
F117,,24,,,11/28/2020,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.49,,2666,,,99.93,,,,,,100,101.35,99.85,98.35,,,,,,,,,1.200,,,,,,,,,16A24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F117,1,6,A,24,,-0.08,-0.03,0.21,0.02,-0.06,0.17,0.05
F118,,23,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.66,,2664,,,99.85,,,,,,100.9,98.65,100.75,98.95,,,,,,,,,0.960,,,,,,,,,16C23,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F118,1,6,C,23,,-0.08,-0.1,0.11,-0.17,0.19,0.32,0.08
F119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F119,,,,,,,,,,,,
F120,,23,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.71,,2664,,,99.85,,,,,,97.6,97.75,102.1,102.1,,,,,,,,,1.080,,,,,,,,,15A23,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F120,1,5,A,23,,-0.12,-0.34,0.26,-0.09,-0.11,0.19,0.06
F121,,24,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,10/20/2020,,,10/20/2020,,,,,,,,,,,0,,9.38,,2659,,,99.66,,,,,,101.05,98.2,100,99.55,,,,,,,,,1.080,,,,,,,,,17B24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F121,1,7,B,24,,-0.03,-0.23,0.16,-0.09,-0.11,0.09,0.03
F122,,24,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,11/14/2020,,,11/14/2020,,,,,,,,,,,0,,9.63,,2667,,,99.96,,,,,,100,100,99.7,100.15,,,,,,,,,0.980,,,,,,,,,15D24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F122,1,5,D,24,,-0.39,-0.09,0.23,-0.09,-0.06,0.23,-0.02
F123,,24,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.61,,2658,,,99.63,,,,,,99.1,99.7,99.85,99.85,,,,,,,,,1.070,,,,,,,,,18B24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F123,1,8,B,24,,-0.06,-0.06,0.24,0.04,0.08,0.25,-0.04
F124,,24,,,3/26/2021,,,K,,,,,,TJZX,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.49,,2667,,,99.96,,,,,,99.85,100,100,100,,,,,,,,,1.040,,,,,,,,,26A24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F124,2,6,A,24,,-0.22,-0.18,0.13,-0.02,0.1,0.2,-0.01
F125,,24,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,11/3/2020,,,11/3/2020,,,,,,,,,,,0,,9.44,,2661,,,99.74,,,,,,100,100,99.4,99.55,,,,,,,,,1.110,,,,,,,,,14C24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F125,1,4,C,24,,-0.1,-0.02,0.24,-0.13,0.04,0.24,0
F126,,24,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,11/14/2020,,,11/14/2020,,,,,,,,,,,0,,9.70,,2663,,,99.81,,,,,,100.75,99.7,101.2,97.6,,,,,,,,,1.100,,,,,,,,,14D24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F126,1,4,D,24,,-0.21,-0.23,0.07,-0.08,-0.15,0.08,0.12
F127,,22,,,11/28/2020,,,K,,,,,,HS,,,,,,,,,,,,,,10/20/2020,,,10/20/2020,,,,,,,,,,,0,,9.30,,2666,,,99.93,,,,,,101.2,98.5,101.8,97.3,,,,,,,,,1.250,,,,,,,,,17D22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F127,1,7,D,22,,-0.11,-0.05,0.2,-0.06,-0.13,0.22,0.09
