 DBN,Don't edit Block occurance,BL,Status,BNL shipment,Shipping date,Comment,Sector,Fiber type,Fiber batch,Filling time (h),FF date,Filled by,Checked by,W powder,W bucket number,Mold number,Empty mold (g),Filled mold (g),W filling mass (g),fibers loaded by,W filling date,W filled by,Epoxy batch,Resin mass (g),Hardener mass (g),potting notes,Epoxy filling time (min),Epoxy filling date,Epoxy preparer,Delta Mach-Pot,Machining date,Machined by,L (in),BT (in),BB (in),BH (in),ST (in),SB (in),SH (in),Volume (mL),Measured by,Mass (g),Measured by,Density(g/mL),Tested on,# Fibers N,Good end,ABS N-W (%),# Fibers / # Holes (%),10-15(%),15-50(%),50-75(%),r75 (%),R,T1(BL) Fiber %,T2(BR) Fiber %,T3(TL) Fiber %,T4(TR) Fiber %, missing row?,13 connected holes?,FOM_N,FOM_I,Tested by,Tested on,Scintillation (mV),Calibration (mV),Ratio (Calibrated Twice),Tested by,Tested on,Natural Pictures,Tested by,Retouch,Density Result Checked?,Light Checked?,Natural Pictures checked?,Sector ID (SSBBR),LT M/D/YYYY,Days Mach-LT,Scint M/D/YYYY,Block Grade,De,Di,LT,LTQ,Vi,Sci,Pic,X,LT-all,DBN,S-left,S-right,column,row,relative W weight,Δ(L) [mm],Δ(BT) [mm],Δ(BB) [mm],Δ(BH) [mm],Δ(ST) [mm],Δ(SB) [mm],Δ(SH) [mm]
4513,114,9,7,68,10/19/2021,,,SG47,49-B,1.50,2/2/2021,Dhriti,Erin,HCS,HCS-133,7,1160,4905,3745,SA,10/11/2021,ET,12,110,25,d40g,2,10/11/2021,ET,4,10/15/2021,AW/LR,5.1170,2.0650,2.0490,2.2280,1.8340,1.8170,1.9910,344.6,AW,3100,AW,9.00,20211015,2655,W,0.7121,99.51,0.0000,0.4143,3.9171,4.3,0.123,99.8501,99.8501,99.4003,98.9505,N,N,,,LucasT,20211018.3,125.355,75.0195,1.671,Saad,20211015.1,20211015,Erin,,Caroline,Caroline,Caroline,,10/18/2021,3,10/15/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4513,,,,,1.005,-0.0254,-0.508,-0.1778,0.0762,-0.1778,0.0508,0.0508
4514,115,9,7,49,6/8/2021,,38,SG47,49-B,0.33,2/2/2021,Will,Mina,HCS,HCS-83,8,1160,4850,3690,VM,5/21/2021,JL,10,110,25,d40g,2,5/21/2021,ET,6,5/27/2021,AW/LR,5.1140,2.0650,2.0500,2.2190,1.8220,1.8120,1.9920,343.0,AW,3048,AW,8.89,20210527,2650,W,3.5982,99.33,0.1132,2.2642,5.4717,7.8,0.166,100.3,98.9505,99.4003,98.6507,N,N,,,Erin,20210528.1,222.765,156.186,1.426,Erin,20210527.1,20210528,Erin,,Adin,Adin,Adin,38B9,5/28/2021,1,5/27/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4514,3,8,B,9,0.991,-0.1016,-0.508,-0.1524,-0.1524,-0.4826,-0.0762,0.0762
4515,116,9,7,47,5/25/2021,,35,SG47,49-B,1.33,2/2/2021,Suhani,Erin,HCS,HCS-80,7,1150,4850,3700,MR,5/6/2021,VM,10,110,25,d40g,2,5/6/2021,ET,6,5/12/2021,LR,5.1060,2.0710,2.0480,2.2210,1.8200,1.8060,1.9850,342.0,LR,3034,LR,8.87,20210512,2647,W,0.8621,99.21,0.1511,2.7578,5.0246,7.9,0.168,98.8006,98.3508,99.8501,99.8501,N,N,,,Jerome,20210513,277.132,187.77,1.476,Jerome,20210513,20210513,Jerome,,Caroline,Mason,Mason,35B9,5/13/2021,1,5/13/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4515,3,5,B,9,0.993,-0.3048,-0.3556,-0.2032,-0.1016,-0.5334,-0.2286,-0.1016
4516,117,9,7,38,3/22/2021,,27,SG47,49-B,1.50,2/2/2021,Ritvik,Caroline,HCS,HCS-68,7,1160,4885,3725,JT,3/2/2021,SA,10,110,25,d40g,2,3/2/2021,ET,15,3/17/2021,AW,5.1160,2.1020,2.0540,2.2250,1.8550,1.8040,1.9970,347.0,AW,3176,AW,9.15,20210317,2638,W,1.4993,98.88,0.1895,1.5163,10.5004,12.2,0.131,97.7511,98.3508,99.7001,99.7001,N,N,,,Jerome,20210318.1,280.444,218.598,1.283,Mina,20210317,20210318,Jerome,,Adin,Adin,Adin,27A9,3/18/2021,1,3/17/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4516,2,7,A,9,1,-0.0508,0.4318,-0.0508,0,0.3556,-0.2794,0.2032
4517,118,9,7,66,10/6/2021,,,SG47,50-A,1.83,2/2/2021,Suhani,Mina,HCS,HCS-129,6,1195,4910,3715,SA,9/21/2021,SA,12,110,25,d40g,2,9/21/2021,SA,9,9/30/2021,AW/LR,5.1210,2.0860,2.0550,2.2220,1.8410,1.8040,1.9920,345.4,AW,3178,AW,9.20,20210930,2650,W,1.1994,99.33,0.1132,0.8679,17.9245,18.9,0.120,100.9,98.2009,98.9505,99.2504,N,N,,,Nicholas,20210930.3,171.483,115.329,1.487,Erin,20210930.1,20210930,Nicholas,,Erin,Erin,Erin,,9/30/2021,0,9/30/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4517,,,,,0.997,0.0762,0.0254,-0.0254,-0.0762,0,-0.2794,0.0762
4518,119,9,7,54,7/13/2021,,39,SG47,49-B,1.60,2/2/2021,Matthew,Will,HCS,HCS-94,8,1175,4885,3710,SA,6/23/2021,GP,11,110,25,d40g,2,6/23/2021,SA,8,7/1/2021,AW/LR,5.1010,2.0850,2.0420,2.2280,1.8350,1.7960,1.9950,343.6,AW,3212,AW,9.35,20210701,2659,W,1.4618,99.66,0.0000,0.5641,4.8515,5.4,0.122,101.349,97.6012,100,99.7001,N,N,,,Erin,20210706,177.64,118.555,1.498,Erin,20210702.1,20210706,Mina,,Erin,Mason,Erin,39C9,7/6/2021,5,7/2/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4518,3,9,C,9,0.996,-0.4318,0,-0.3556,0.0762,-0.1524,-0.4826,0.1524
4519,120,9,8,,,failed 2021-12-15; 1/3 of block is dim; patchup; got overheated?; block was returned to Adam,,SG47,50-A,0.42,2/3/2021,Erin,Zander,HCS,HCS-135,7,1160,4950,3790,SA,10/21/2021,ET,12,110,25,d40g,1.5,10/21/2021,SA,55,12/15/2021,AW/LR,5.0730,2.0460,2.0470,2.2150,1.8450,1.7900,1.9870,338.6,AW,3112,AW,9.19,20211215,#NUM!,,,,,,,,,,,,,,,,,,#NUM!,#NUM!,,,,,,,,Erin,,,,#NUM!,#NUM!,#NUM!,8,5a,5b,#N/A,#N/A,#N/A,#N/A,FALSE,FALSE,#N/A,4519,,,,,1.017,-1.143,-0.9906,-0.2286,-0.254,0.1016,-0.635,-0.0508
4520,121,9,7,54,7/13/2021,,40,SG47,50-A,0.42,2/3/2021,Erin,Zander,HCS,HCS-94,6,1170,4950,3780,VM,6/22/2021,GP,11,110,25,d40g,2,6/22/2021,LR,9,7/1/2021,AW/LR,5.1050,2.0900,2.0470,2.2370,1.8400,1.8150,1.9970,346.3,AW,3260,AW,9.41,20210701,2656,W,2.8486,99.55,0.4518,99.5482,0.0000,100.0,0.137,100,99.5502,99.4003,99.2504,N,N,,,Erin,20210706,178.945,118.555,1.509,Erin,20210702.1,20210706,Mina,,Erin,Mason,Erin,40D9,7/6/2021,5,7/2/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4520,4,0,D,9,1.015,-0.3302,0.127,-0.2286,0.3048,-0.0254,0,0.2032
4521,122,9,7,62,9/8/2021,,,SG47,50-A,0.42,2/3/2021,Erin,Mina,HCS,HCS-125,9,1140,4745,3605,SA,8/25/2021,SA,12,110,25,d40g,2,8/25/2021,ET,5,8/30/2021,AW/LR,5.0980,2.0790,2.0510,2.2160,1.8220,1.8000,1.9840,341.3,AW,3120,AW,9.14,20210830,2655,W,2.4737,99.51,0.0377,99.9623,0.0000,100.0,0.098,100.75,98.2009,99.5502,99.5502,N,N,,,LucasT,20210831.1,173.47,100.363,1.728,EricH,20210901,20210901.1,LucasT,,Caroline,Caroline,Erin,,8/31/2021,1,9/1/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4521,,,,,0.968,-0.508,-0.1524,-0.127,-0.2286,-0.4826,-0.381,-0.127
4522,123,9,7,58,8/11/2021,50-A/B,,SG47,50-A,1.00,2/3/2021,Zander,Mason,HCS,HCS-100,8,1170,4940,3770,SA,7/27/2021,SA,11,110,25,d40g,2,7/27/2021,SA,6,8/2/2021,AW/LR,5.1210,2.0740,2.0450,2.2150,1.8300,1.8100,1.9850,343.1,AW,4522,AW,13.18,20210802,2658,W,0.4123,99.63,0.0000,0.4891,3.6494,4.1,0.117,100.3,98.9505,99.7001,99.5502,N,N,,,Mina,20210803,133.768,90.8691,1.472,Erin,20210803.1,20210803,Mina,,Erin,Erin,Erin,,8/3/2021,1,8/3/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4522,,,,,1.012,0.0762,-0.2794,-0.2794,-0.254,-0.2794,-0.127,-0.1016
4523,124,9,7,65,9/29/2021,,,SG47,49-B,1.33,2/3/2021,Suhani,Mina,HCS,HCS-128,8,1175,5060,3885,JL,9/15/2021,SA,12,110,25,d40g,2,9/15/2021,ET,6,9/21/2021,AW/LR,5.1240,2.0930,2.0480,2.2200,1.8500,1.8120,1.9950,346.4,AW,3174,AW,9.16,20210921,2651,W,1.2743,99.36,0.1509,1.3203,3.2063,4.7,0.146,100.6,98.2009,99.4003,99.2504,N,N,,,LucasT,20210922.3,110.217,89.2522,1.235,Mina,20210922.1,20210922,EricH,,Erin,Erin,Erin,,9/22/2021,1,9/22/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4523,,,,,1.043,0.1524,0.2032,-0.2032,-0.127,0.2286,-0.0762,0.1524
4524,125,9,7,59,8/19/2021,,46,SG47,50-A,0.42,2/3/2021,Erin,Jerome,HCS,HCS-102,7,1155,5000,3845,SA,8/5/2021,JL,11,110,25,d40g,2.5,8/5/2021,LR,6,8/11/2021,AW/LR,5.1150,2.0650,2.0510,2.2140,1.8300,1.8160,1.9870,342.8,AW,3192,AW,9.31,20210811,2655,W,1.4992,99.51,0.0753,0.3013,3.1262,3.5,0.114,99.7001,99.7001,99.4003,99.2504,N,N,,,Erin,20210811.1,161.651,91.8043,1.761,Mina,20210811.1,20210812,Mason,,Erin,Mason,Erin,46A9,8/11/2021,0,8/11/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4524,4,6,A,9,1.032,-0.0762,-0.508,-0.127,-0.2794,-0.2794,0.0254,-0.0508
4525,126,9,7,58,8/11/2021,,47,SG47,50-A,1.00,2/3/2021,Alexis,Mina,HCS,HCS-101,9,1145,4885,3740,CC,7/30/2021,JL,11,110,25,d40g,2,7/30/2021,SA,6,8/5/2021,AW/LR,5.1150,2.0800,2.0530,2.2270,1.8360,1.8000,1.9900,344.6,AW,3146,AW,9.13,20210805,2642,W,1.2369,99.03,0.0000,1.9304,4.6934,6.6,0.167,98.6507,98.2009,99.5502,99.7001,N,N,,,Mason,20210810,180.01,118.007,1.525,Erin,20210809,20210806,Adin,,Adin,Erin,Mason,47D9,8/10/2021,5,8/9/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4525,4,7,D,9,1.004,-0.0762,-0.127,-0.0762,0.0508,-0.127,-0.381,0.0254
4526,127,9,7,49,6/8/2021,,38,SG47,50-A,1.00,2/3/2021,Mina,Alexis,HCS,HCS-83,9,1135,4750,3615,SA,5/20/2021,VM,10,110,25,d40g,2,5/20/2021,SA,7,5/27/2021,AW/LR,5.0980,2.0720,2.0550,2.2170,1.8200,1.8120,1.9900,342.1,AW,3006,AW,8.79,20210527,2643,W,3.8606,99.06,0.3027,2.4593,6.6591,9.4,0.181,98.8006,98.9505,98.9505,99.5502,N,N,,,Erin,20210528.1,204.579,156.186,1.310,Erin,20210527.1,20210528,Erin,,Adin,Adin,Adin,38C9,5/28/2021,1,5/27/2021,5b,5b,5b,5a,5a,5a,5a,1,1,5a,4526,3,8,C,9,0.97,-0.508,-0.3302,-0.0254,-0.2032,-0.5334,-0.0762,0.0254
4527,128,9,7,46,5/18/2021,,35,SG47,50-A,0.42,2/3/2021,Erin,Will,HCS,HCS-78,7,1145,4825,3680,EC,4/22/2021,ET,10,110,25,d40g,3,4/22/2021,ET,12,5/4/2021,AW/LR,5.1140,2.0660,2.0520,2.2200,1.8350,1.8070,1.9920,343.6,AW,3098,AW,9.02,20210504,2636,W,1.1244,98.80,0.0759,0.6070,2.2762,3.0,0.115,99.2504,98.6507,98.8006,98.5007,N,N,,,Zander,20210507,340.32,188.268,1.808,Mina,20210505,20210505,Erin,,Mason,Mason,Mason,35C9,5/7/2021,3,5/5/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4527,3,5,C,9,0.988,-0.1016,-0.4826,-0.1016,-0.127,-0.1524,-0.2032,0.0762
4528,129,9,7,47,5/25/2021,,34,SG47,50-A,0.60,2/3/2021,Will,Caroline,HCS,HCS-80,8,1155,4700,3545,SA,5/4/2021,VM,10,110,25,d40g,3,5/4/2021,SA,8,5/12/2021,LR,5.1050,2.0900,2.0420,2.2200,1.8110,1.7970,1.9790,341.2,LR,2980,LR,8.73,20210512,2641,W,0.1874,98.99,0.2272,2.4233,7.2321,9.9,0.180,98.9505,98.3508,100,98.6507,N,N,,,Jerome,20210513,292.968,187.77,1.560,Jerome,20210513,20210513,Jerome,,Caroline,Mason,Mason,34D9,5/13/2021,1,5/13/2021,5b,5b,5b,5a,5a,5a,5a,1,1,5a,4528,3,4,D,9,0.952,-0.3302,0.127,-0.3556,-0.127,-0.762,-0.4572,-0.254
4529,130,9,7,51,6/22/2021,,42,SG47,50-A,0.60,2/3/2021,Will,Caroline,HCS,HCS-92,8,1160,4980,3820,SA,6/14/2021,VM,11,110,25,d40g,1.5,6/14/2021,SA,4,6/18/2021,AW/LR,5.1220,2.0820,2.0470,2.2240,1.8400,1.7930,1.9890,344.4,AW,3200,AW,9.29,20210618,2653,W,0.4498,99.44,0.1508,2.8270,8.2925,11.3,0.196,99.7001,98.3508,100,99.7001,N,N,,,Mason,20210618.1,207.472,136.11,1.524,Erin,20210618.1,20210618,Erin,,Adin,Zander,Zander,42A9,6/18/2021,0,6/18/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4529,4,2,A,9,1.026,0.1016,-0.0762,-0.2286,-0.0254,-0.0254,-0.5588,0
4530,131,9,7,49,6/8/2021,,42,SG47,50-A,0.60,2/3/2021,Will,Caroline,HCS,HCS-82,7,1150,4695,3545,SA,5/18/2021,VM,10,110,25,d40g,2,5/18/2021,SA,9,5/27/2021,AW/LR,5.1120,2.0590,2.0370,2.2250,1.8430,1.8140,1.9870,343.1,AW,3066,AW,8.94,20210527,2655,W,2.1739,99.51,0.2260,2.3352,6.1394,8.7,0.182,100.9,99.1004,99.8501,98.2009,N,N,,,Erin,20210528,205.642,156.186,1.317,Erin,20210527.1,20210528,Erin,,Adin,Adin,Adin,42B9,5/28/2021,1,5/27/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4530,4,2,B,9,0.952,-0.1524,-0.6604,-0.4826,0,0.0508,-0.0254,-0.0508
4531,132,9,7,48,6/1/2021,,37,SG47,49-B,0.75,2/3/2021,Alexis,Will,HCS,HCS-81,8,1150,4830,3680,VM,5/10/2021,SA,10,110,25,d40g,2.5,5/10/2021,ET,10,5/20/2021,AW/LR,5.1060,2.0870,2.0510,2.2190,1.8460,1.8090,1.9940,344.6,AW,3130,AW,9.08,20210520,2661,W,0.2249,99.74,0.0376,0.1127,4.5472,4.7,0.120,99.5502,99.5502,99.8501,100,N,N,,,Mina,20210525.2,387.76,281.287,1.379,Zander,20210525,20210525,Mina,,Adin,Zander,Zander,37B9,5/25/2021,5,5/25/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4531,3,7,B,9,0.988,-0.3048,0.0508,-0.127,-0.1524,0.127,-0.1524,0.127
4532,133,9,7,64,9/22/2021,,,SG47,44-A,0.50,8/27/2021,Suhani/Will,Will/Fyodor,HCS,HCS-127,8,1180,4965,3785,SA,9/7/2021,SA,11,110,25,d40g,2,9/7/2021,ET,8,9/15/2021,AW/LR,5.1150,2.0890,2.0470,2.2260,1.8300,1.8020,1.9920,344.6,AW,3142,AW,9.12,20210915,2645,W,1.3493,99.14,0.2268,1.5501,4.1588,5.9,0.155,100.15,97.4513,99.2504,99.7001,N,N,,,LucasT,20210916.3,145.332,84.5802,1.718,Vrishin,20210915.3,20210916,LucasT,,Erin,Erin,Erin,,9/16/2021,1,9/15/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4532,,,,,1.016,-0.0762,0.1016,-0.2286,0.0254,-0.2794,-0.3302,0.0762
4533,134,9,7,61,9/1/2021,44B/44-A,,SG47,44-B,1.50,2/3/2021,Pranav,Will,HCS,HCS-104,6,1170,4900,3730,JL,8/20/2021,LR,12,110,25,d40g,2,8/20/2021,LR,6,8/26/2021,AW/LR,5.1150,2.0870,2.0610,2.2260,1.8440,1.8090,1.9860,345.6,AW,3098,AW,8.96,20210826,2633,W,3.8231,98.69,0.2659,1.0634,7.1781,8.5,0.155,98.3508,98.051,99.1004,99.2504,N,N,,,LucasT,20210827.1,129.237,81.5333,1.585,EricH,20210827.1,20210827,Erin,,Erin,Caroline,Caroline,,8/27/2021,1,8/27/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4533,,,,,1.001,-0.0762,0.0508,0.127,0.0254,0.0762,-0.1524,-0.0762
4534,135,9,7,58,8/11/2021,49-B/50-A,,SG47,49-B,2.00,2/3/2021,Dhriti,Caroline,HCS,HCS-100,7,1155,4890,3735,SA,7/29/2021,JL,11,110,25,d40g,2,7/29/2021,SA,6,8/4/2021,AW/LR,5.1170,2.0700,2.0510,2.2150,1.8340,1.8130,1.9800,342.8,AW,3088,AW,9.01,20210804,2619,W,0.2249,98.16,3.3219,96.6018,0.0000,99.9,0.153,98.8006,97.4513,99.1004,97.3013,N,N,,,Erin,20210806,187.908,118.805,1.582,Erin,20210805.1,20210806,Erin,,Adin,Adin,Adin,,8/6/2021,2,8/5/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4534,,,,,1.003,-0.0254,-0.381,-0.127,-0.254,-0.1778,-0.0508,-0.2286
4535,136,9,7,69,10/27/2021,,,SG47,50-A,1.00,2/3/2021,Mina,Will,HCS,HCS-134,6,1185,4990,3805,SA,10/14/2021,ET,12,110,25,d40g,1.5,10/14/2021,SA,5,10/19/2021,LR,5.1170,2.0930,2.0580,2.2240,1.8340,1.7980,1.9750,344.0,LR,3112,LR,9.05,20211019,2648,W,0.8246,99.25,0.1133,1.2085,2.1148,3.4,0.131,100.3,97.7511,99.1004,99.8501,N,N,,,LucasT,20211020,130.412,69.5602,1.875,Vrishin,20211020.1,20211020,LucasT,,Erin,EricH,EricH,,10/20/2021,1,10/20/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4535,,,,,1.021,-0.0254,0.2032,0.0508,-0.0254,-0.1778,-0.4318,-0.3556
4536,137,9,7,45,5/10/2021,,35,SG47,50-A,0.75,2/3/2021,Alexis,Caroline,HCS,HCS-78,8,1155,4820,3665,MR,4/26/2021,JL,10,110,25,d40g,3,4/26/2021,ET,8,5/4/2021,AW/LR,5.1140,2.0820,2.0420,2.2260,1.8250,1.7980,1.9920,343.6,AW,3112,AW,9.06,20210504,2656,W,0.5622,99.55,0.1130,0.7530,4.7063,5.6,0.137,99.8501,100,98.3508,100,N,N,,,Erin,20210505.1,272.242,189.206,1.439,Mina,20210505.1,20210505,Erin,,Mason,Mason,Mason,35D9,5/5/2021,1,5/5/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4536,3,5,D,9,0.984,-0.1016,-0.0762,-0.3556,0.0254,-0.4064,-0.4318,0.0762
4537,138,9,7,62,9/8/2021,,,SG47,50-A,1.80,2/3/2021,Pranav,Alexis,HCS,HCS-104,6,1160,4790,3630,SA,8/26/2021,ET,11,110,25,d40g,1.5,8/26/2021,SA,7,9/2/2021,AW/LR,5.1160,2.0800,2.0630,2.2180,1.8270,1.7970,1.9930,344.0,AW,2978,AW,8.66,20210902,2609,W,0.9745,97.79,0.4983,3.9479,9.9272,14.4,0.206,97.901,95.0525,98.9505,99.2504,N,N,,,Erin,20210902.1,144.498,78.2551,1.847,Erin,20210902,20210902,Erin,,Erin,LucasT,EricH,,9/2/2021,0,9/2/2021,5c,5c,5a,5b,5b,5a,5a,1,1,5b,4537,,,,,0.974,-0.0508,-0.127,0.1778,-0.1778,-0.3556,-0.4572,0.1016
4538,139,9,7,44,5/4/2021,,29,SG47,50-A,2.00,2/3/2021,Matthew,Caroline,HCS,HCS-77,9,1135,4840,3705,JT,4/21/2021,JL,10,110,25,d40g,2.5,4/21/2021,ET,5,4/26/2021,AW/LR,5.1070,2.0950,2.0490,2.2250,1.8540,1.8000,1.9740,343.9,AW,3080,AW,8.96,20210426,2651,W,0.7121,99.36,0.0754,0.5658,3.1309,3.8,0.125,100.3,99.2504,98.8006,99.1004,N,N,,,Zander,20210428,299.818,202.728,1.479,Mina,20210428.3,20210428,Mina,,Adin,Mason,Mason,29A9,4/28/2021,2,4/28/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4538,2,9,A,9,0.995,-0.2794,0.254,-0.1778,0,0.3302,-0.381,-0.381
4539,140,9,7,57,8/4/2021,,44,SG47,50-A,2.00,2/4/2021,Matthew,Alexis,HCS,HCS-99,6,1175,4885,3710,CC,7/21/2021,CC,11,110,25,d40g,2,7/21/2021,SA,7,7/28/21,AW/LR,5.1140,2.0720,2.0570,2.2200,1.8310,1.8080,1.9890,343.7,AW,3190,AW,9.28,20210728,2656,W,3.1484,99.55,0.1883,0.9413,2.6355,3.8,0.124,99.5502,100.15,98.2009,100.3,N,N,,,Nicholas,20210729,162.696,91.49,1.778,Nicholas,20210729,20210729,Mason,,Mason,Mason,Adin,44B9,7/29/2021,1,7/29/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4539,4,4,B,9,0.996,-0.1016,-0.3302,0.0254,-0.127,-0.254,-0.1778,0
4540,141,9,7,68,10/19/2021,,,SG47,50-A,0.50,2/4/2021,Will,Caroline,HCS,HCS-134,8,1175,5105,3930,SA,10/12/2021,ET,12,110,25,d40g,2,10/12/2021,SA,3,10/15/2021,AW/LR,5.1170,2.0890,2.0490,2.2240,1.8340,1.8190,1.9910,345.5,AW,3130,AW,9.06,20211015,2652,W,0.6747,99.40,0.0754,1.1312,2.7904,4.0,0.136,100.6,97.901,99.7001,99.4003,N,N,,,LucasT,20211018.3,182.046,111.15,1.638,Mina,20211018,20211018,LucasT,,Caroline,Caroline,Caroline,,10/18/2021,3,10/18/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4540,,,,,1.055,-0.0254,0.1016,-0.1778,-0.0254,-0.1778,0.1016,0.0508
4541,142,9,7,73,11/30/2021,,,SG47,50-A,0.27,2/4/2021,Will/Erin,Caroline/Fyodor,HCS,HCS-141,6,1165,4895,3730,WW,11/17/2021,SA,13,110,25,d40g,2,11/17/2021,ET,7,11/24/2021,AW/LR,5.1150,2.0860,2.0600,2.2250,1.8410,1.8030,1.9970,345.9,AW,3090,AW,8.93,20211124,2630,W,1.4992,98.58,0.1141,1.1407,1.8631,3.1,0.130,98.3508,99.1004,98.6507,98.2009,N,N,,,LucasT,20211129.1,174.275,113.051,1.542,Mason,20211124,20211124,Nicholas,,Erin,LucasT,Erin,,11/29/2021,5,11/24/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4541,,,,,1.001,-0.0762,0.0254,0.1016,0,0,-0.3048,0.2032
4542,143,9,7,54,7/13/2021,,39,SG47,50-A,0.45,2/4/2021,Will,Sparsh,HCS,HCS-95,7,1150,4945,3795,GP,6/25/2021,JL,11,110,25,d40g,2,6/25/2021,LR,6,7/1/2021,AW/LR,5.1160,2.0700,2.0450,2.2270,1.8340,1.8020,1.9890,343.7,AW,3148,AW,9.16,20210701,2660,W,2.8485,99.70,0.0000,1.2030,5.6767,6.9,0.135,100,99.5502,99.5502,99.7001,N,N,,,Erin,20210706,178.736,118.555,1.508,Erin,20210702.1,20210706,Mina,,Erin,Mason,Erin,39B9,7/6/2021,5,7/2/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4542,3,9,B,9,1.019,-0.0508,-0.381,-0.2794,0.0508,-0.1778,-0.3302,0
4543,144,9,7,65,9/29/2021,,,SG47,50-A,1.70,2/4/2021,Dhriti,Sparsh,HCS,HCS-128,7,1160,4905,3745,SA,9/14/2021,ET,12,110,25,d40g,2,9/14/2021,ET,7,9/21/2021,AW/LR,5.1230,2.0540,2.0530,2.2310,1.8070,1.8130,1.9900,343.6,AW,3110,AW,9.05,20210921,2646,W,1.7616,99.18,0.0378,1.2850,2.9856,4.3,0.125,100.75,98.9505,97.901,99.1004,N,N,,,LucasT,20210923.2,93.234,83.3509,1.119,LucasT,20210923,20210922,Erin,,Erin,Mason,LucasT,,9/23/2021,2,9/23/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4543,,,,,1.005,0.127,-0.7874,-0.0762,0.1524,-0.8636,-0.0508,0.0254
4544,145,9,7,59,8/19/2021,,45,SG47,50-A,0.75,2/4/2021,Sparsh,Caroline,HCS,HCS-102,9,1145,4910,3765,SA,8/9/2021,JL,11,110,25,d40g,2,8/9/2021,LR,4,8/13/2021,AW/LR,5.1180,2.0700,2.0470,2.2180,1.8300,1.8170,1.9900,343.7,AW,3140,AW,9.14,20210813,2656,W,1.5367,99.55,0.0753,13.6672,86.2575,100.0,0.112,99.2504,99.5502,99.7001,99.7001,N,N,,,Erin,20210813.1,178.264,77.9868,2.286,Erin,20210816,20210813,Erin,,Mason,Mason,Mason,45D9,8/13/2021,0,8/16/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4544,4,5,D,9,1.011,0,-0.381,-0.2286,-0.1778,-0.2794,0.0508,0.0254
4545,146,9,7,51,6/22/2021,,42,SG47,50-A,0.50,2/4/2021,Will,Caroline,HCS,HCS-91,9,1135,4920,3785,SA,6/9/2021,JL,11,110,25,d40g,1.5,6/9/2021,ET,9,6/18/2021,AW/LR,5.1200,2.0810,2.0460,2.2240,1.8370,1.8090,1.9890,344.7,AW,3150,AW,9.14,20210618,2651,W,1.6492,99.36,0.3395,2.7914,7.7707,10.9,0.200,99.7001,98.6507,99.2504,99.8501,N,N,,,Mason,20210618.1,216.228,138.273,1.564,Erin,20210618.2,20210618,Erin,,Adin,Zander,Zander,42C9,6/18/2021,0,6/18/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,4545,4,2,C,9,1.016,0.0508,-0.1016,-0.254,-0.0254,-0.1016,-0.1524,0
4546,147,9,7,71,11/9/2021,,,SG47,50-A,1.00,2/4/2021,Jerome,Caroline,HCS,HCS-137,7,1155,4955,3800,SA,10/29/2021,ET,12,110,25,d40g,2.5,10/29/2021,ET,5,11/3/2021,AW/LR,5.1160,2.0580,2.0470,2.2190,1.8200,1.8130,1.9900,342.5,AW,3090,AW,9.02,20211103,2640,W,1.4243,98.95,0.0758,0.4924,3.1061,3.7,0.123,99.4003,98.051,99.1004,99.2504,N,N,,,LucasT,20211104.1,113.706,56.1536,2.025,Vrishin,20211103.3,20211103,Mina,,Erin,Erin,LucasT,,11/4/2021,1,11/3/2021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,4546,,,,,1.02,-0.0508,-0.6858,-0.2286,-0.1524,-0.5334,-0.0508,0.0254
